date,token,open,close,high,low,volume,avg_sentiment,tx_spike,daily_return,volatility,event_label,sentiment_volatility,tweet_count,whale_tx_count,bot_tx_flag,rolling_close_mean,rolling_close_std,bollinger_upper,bollinger_lower,rsi,daily_return_lag1,volume_lag1,avg_sentiment_lag1,target,daily_return_lag2,rolling_avg_vol_3,rolling_std_return_7,return_volume_interaction,high_volume_anomaly,day_of_week,is_weekend,volume_lag2,avg_sentiment_lag2,rolling_avg_return_3d,rolling_std_sentiment_7d,sentiment_tx_interaction,price_change,sentiment_trend,price_spike
2025-03-17,BTC,0.5141750829294761,0.4761275023940901,0.4796520114439189,0.4949843521306092,0.9507928634014102,0.6906077348066298,0.0,0.399759435430902,0.19249262463478414,dip,0.0,0.6980023501762632,0.6666666666666666,0,543.8033333333334,306.33931584655164,0.6612053857129276,0.15083019603545408,0.34041634638688956,0.34882875567098953,0.7014363160255608,0.071320944249121,0,0.7612160764600806,0.6802727053921709,0.193544463197103,0.38008841828507844,0,0,0,0.38858893674954176,0.45504771471622296,0.503268089187324,0.26207257239537823,0.0,-0.03804758053538604,0.6192867905575088,0
2025-03-16,BTC,0.6811685348920375,0.6986980710474714,0.6888305015472646,0.6879588752573272,0.029751241366518084,0.3164239075841285,1.0,0.7161118695083859,0.22015255609789755,spike,0.0,0.11868390129259694,0.4444444444444444,0,512.5233333333334,261.8823423473476,0.5153228308246012,0.21765582491676388,0.4585101867576819,0.399759435430902,0.9507928634014102,0.6906077348066298,4,0.34882875567098953,0.5606601402644963,0.20113214642496044,0.02130521707517249,0,6,1,0.7014363160255608,0.071320944249121,0.4882333535367591,0.22247250462152515,0.3164239075841285,0.017529536155433845,-0.3741838272225013,0
2025-03-23,ETH,0.32312283427669464,0.385288886862146,0.3454662229228703,0.3330080797743852,0.7759147660777753,0.8643897538925163,0.0,0.9535195127698248,0.46014622224310364,spike,0.0,0.3642773207990599,0.1111111111111111,0,289.65333333333336,161.02778838862977,0.0,0.19312011298389978,0.9714050324332298,0.7161118695083859,0.766874091373449,0.4299347061778001,4,0.399759435430902,0.5854862902819012,0.21158832887620593,0.7398498697013929,0,6,1,0.9507928634014102,0.6906077348066298,0.6897969392363709,0.30111324552172797,0.0,0.06216605258545138,0.43445504771471616,0
2025-03-22,ETH,0.61772286140604,0.6342514478544393,0.6104163017457815,0.6326499042088605,0.39012834891926096,1.0,1.0,0.7025504429357934,0.13896940975406216,spike,0.0,0.5146886016451233,0.3333333333333333,0,453.9966666666666,251.37268294970585,0.4187757760011781,0.1741666620238515,0.9836567325215109,0.9535195127698248,0.7759147660777753,0.8643897538925163,4,0.7161118695083859,0.3985981187878515,0.21088527374587582,0.27408484433503655,0,5,1,0.029751241366518084,0.3164239075841285,0.7907272750713347,0.37517219433455146,1.0,0.016528586448399274,0.13561024610748373,0
2025-03-21,ETH,0.9990997989962143,0.9946645993889369,0.9652011443918957,0.9772005188190916,0.6995419673377167,0.5389251632345555,1.0,0.6787776888455667,0.11791627383102304,spike,0.0,0.07873090481786134,0.8888888888888888,0,726.4966666666666,268.74583854142446,0.7916887052691313,0.44983821674934776,1.0,0.7025504429357934,0.39012834891926096,1.0,4,0.9535195127698248,0.6218616941115843,0.21046040850744158,0.4748334798399762,0,4,0,0.7759147660777753,0.8643897538925163,0.7782825481837282,0.31960059758174103,0.5389251632345555,-0.00443519960727734,-0.4610748367654445,0
2025-03-20,ETH,0.7743824991059648,0.7275639564047608,0.7201494715945582,0.7614146149910159,0.0,0.724761426418885,1.0,0.4816204216764706,0.04291754545723386,neutral,0.0,0.4136310223266745,0.1111111111111111,0,826.5733333333333,164.08114161393874,0.6590857966471331,0.8085895369498908,0.6952563051987822,0.6787776888455667,0.6995419673377167,0.5389251632345555,2,0.7025504429357934,0.3632234387523259,0.21269553799932972,0.0,0,3,0,0.39012834891926096,1.0,0.6209828511526102,0.32075907171078377,0.724761426418885,-0.046818542701204,0.18583626318432944,0
2025-03-19,ETH,1.0,0.9842332071685895,0.9719040112103694,1.0,0.6413793491309939,0.8448016072325465,0.0,0.6437606122668375,0.07144746605389368,neutral,0.0,0.09283196239717979,1.0,1,928.9033333333332,132.7049020697181,0.7071220747701972,1.0,0.6979125030621254,0.4816204216764706,0.0,0.724761426418885,2,0.6787776888455667,0.44697377215623685,0.17841814896041833,0.41289476249187435,0,2,0,0.6995419673377167,0.5389251632345555,0.601386240929625,0.2276167615377899,0.0,-0.01576679283141047,0.12004018081366152,0
2025-03-18,ETH,0.09099429050596228,0.14391901135482693,0.11227885794359785,0.09883741685210087,0.5434832124296102,0.0,1.0,0.931837454952473,0.8491107914254166,pump,0.0,0.9999999999999999,0.8888888888888888,0,680.1566666666666,377.7306117239287,1.0,0.1433755749375138,0.18816233744547659,0.6437606122668375,0.6413793491309939,0.8448016072325465,3,0.4816204216764706,0.39495418718686803,0.1650245370684102,0.5064380134798022,0,1,0,0.0,0.724761426418885,0.6857394962985938,0.3531764096483057,0.0,0.052924720848864654,-0.8448016072325465,0
2025-03-17,ETH,0.46364051151147445,0.4142459756486844,0.42831786068780286,0.4048573842474149,0.8284916124897245,0.24008036162732294,0.0,0.3033730542849601,0.4114532553450666,dip,0.0,0.7555816686251469,1.0,0,588.5466666666666,376.2750685779398,0.8852772714147057,0.040530619866306794,0.38542543877978913,0.931837454952473,0.5434832124296102,0.0,0,0.6437606122668375,0.6711180580167762,0.2311800193289397,0.2513420309304793,0,0,0,0.6413793491309939,0.8448016072325465,0.6263237071680902,0.3648386574673636,0.0,-0.04939453586279008,0.24008036162732294,0
2025-03-16,ETH,0.8958109824522462,0.9089903780382143,0.8800490453669645,0.8859073979318636,0.06801648080233982,0.7634354595680563,0.0,0.7241066858093397,0.15113919681697616,spike,0.0,0.1292596944770858,0.4444444444444444,0,566.5466666666666,340.3227985800148,0.7713028612858075,0.09839412640954714,0.4765654958890433,0.3033730542849601,0.8284916124897245,0.24008036162732294,4,0.931837454952473,0.47999710190722483,0.19834622117837614,0.049251188494196865,0,6,1,0.5434832124296102,0.0,0.6531057316822576,0.3545820278749879,0.0,0.013179395585968035,0.5233550979407333,0
2025-03-23,SOL,0.4075814188647603,0.4086825664644991,0.36882115957260464,0.42411080833442427,0.3452422103255074,0.5906579608237067,0.0,0.5634220121354644,0.0,neutral,0.0,0.8801410105757932,0.6666666666666666,0,556.8933333333333,377.9262740711915,0.8508670112586694,0.0,0.6165473611381641,0.7241066858093397,0.4080410826521964,0.6740331491712708,2,0.3033730542849601,0.4139167678725239,0.1977701778330399,0.1945170608156926,0,6,1,0.8284916124897245,0.24008036162732294,0.5303005840765881,0.3055674857321651,0.0,0.0011011475997387832,-0.08337518834756408,0
2025-03-22,SOL,0.5744392241007239,0.504753978749601,0.5453260933029719,0.5323964444232898,0.06614796082825602,0.031140130587644366,1.0,0.28149733898028656,0.30365698296098076,dump,0.0,0.3795534665099882,0.7777777777777777,0,679.3066666666667,248.0349423636383,0.6841382421643967,0.44315007332985423,0.6414376386501197,0.5634220121354644,0.3452422103255074,0.5906579608237067,1,0.7241066858093397,0.15980221731870106,0.23157896901825165,0.018620474952126303,0,5,1,0.06801648080233982,0.7634354595680563,0.5230086789750302,0.35849470911939363,0.031140130587644366,-0.06968524535112286,-0.5595178302360624,0
2025-03-21,SOL,0.0,0.0,0.0,0.0,0.1330759904712876,0.9392265193370166,1.0,0.0,0.9999999999999998,dump,0.0,0.5534665099882491,0.2222222222222222,0,404.6466666666666,235.1017176316101,0.3193813858152612,0.15467797759368043,0.08490509007380659,0.28149733898028656,0.06614796082825602,0.031140130587644366,1,0.5634220121354644,0.18148872054168366,0.3155461139325975,0.0,0,4,0,0.3452422103255074,0.5906579608237067,0.2816397837052504,0.39277620063686175,0.9392265193370166,0.0,0.9080863887493722,0
2025-03-20,SOL,0.19105224865278134,0.2034064480824479,0.17174052665382147,0.21660697073907928,0.6761082418904867,0.3556002009040683,1.0,0.5218599938327189,0.10470351963961155,neutral,0.0,0.4618096357226792,0.0,0,344.6266666666666,222.75981377558503,0.21657414646262563,0.11370623446495876,0.37237752324768497,0.0,0.1330759904712876,0.9392265193370166,2,0.28149733898028656,0.2917773977300101,0.309109697076462,0.3528338429432198,0,3,0,0.06614796082825602,0.031140130587644366,0.2677857776043352,0.3607266507188337,0.3556002009040683,0.012354199429666562,-0.5836263184329483,0
2025-03-19,SOL,0.4396803669860532,0.4624697888640613,0.4432650201436328,0.4279781524804551,0.09812911586542282,0.4038171772978403,1.0,0.7028465867212479,0.3870343367561815,spike,0.0,0.9224441833137486,0.3333333333333333,0,332.2633333333333,203.3190225565068,0.15437684431494736,0.14445371516951627,0.4781414646221216,0.5218599938327189,0.6761082418904867,0.3556002009040683,4,0.0,0.302437782742399,0.2611153014844305,0.06896971414398628,0,2,0,0.1330759904712876,0.9392265193370166,0.4082355268513223,0.3118760466296727,0.4038171772978403,0.022789421878008143,0.04821697639377198,0
2025-03-18,SOL,0.8098849469128038,0.7340622007387478,0.7502072750627663,0.7547032854575961,0.14119099740181884,0.1838272225012556,1.0,0.3871127574759782,0.16717187302823083,dip,0.0,0.42890716803760276,0.1111111111111111,0,546.8933333333333,232.7566223189651,0.4863372988831349,0.32504888581291935,0.9999999999990105,0.7028465867212479,0.09812911586542282,0.4038171772978403,0,0.5218599938327189,0.30514278505257614,0.25554070635345283,0.05465683633500176,0,1,0,0.6761082418904867,0.3556002009040683,0.5372731126766483,0.31956364802559345,0.1838272225012556,-0.07582274617405593,-0.21998995479658467,0
2025-03-17,SOL,0.1986114707804619,0.26173104108714484,0.2295907047352134,0.19973345074193513,0.5640753627710543,0.050226017076845764,0.0,1.0,0.7610939304831486,spike,0.0,0.2009400705052879,0.7777777777777777,0,563.9466666666667,207.9304673041769,0.4467710634282336,0.402392999825828,0.5290754506809895,0.3871127574759782,0.14119099740181884,0.1838272225012556,4,0.7028465867212479,0.26779849201276534,0.317769971334902,0.5640753627710543,0,0,0,0.09812911586542282,0.4038171772978403,0.6966531147324088,0.32290900470210054,0.0,0.06311957030668294,-0.13360120542440984,0
2025-03-16,SOL,0.9967938046440508,1.0,1.0,0.9947642110022968,0.49738166621657354,0.21396283274736316,1.0,0.7022365091815866,0.1703507953104871,spike,0.0,0.3008225616921269,0.3333333333333333,0,721.1133333333333,327.98056990214127,0.9289443149695626,0.30623290397600966,0.681329415747167,1.0,0.5640753627710543,0.050226017076845764,4,0.3871127574759782,0.4008826754631489,0.32703384142767944,0.3492795650148477,0,6,1,0.14119099740181884,0.1838272225012556,0.6964497555525216,0.31015759927045095,0.21396283274736316,0.0032061953559492373,0.1637368156705174,0
2025-03-23,DOGE,0.16297337624702504,0.13020429568151765,0.1566649150464179,0.14137820245844093,0.32000099565525625,0.04972375690607733,1.0,0.03717227648987631,0.6910380027683205,dump,0.0,0.3443008225616921,0.5555555555555556,0,552.2933333333334,314.2386509220871,0.6906851835310737,0.14235591126809533,0.0,0.7022365091815866,0.7373798873680613,0.15519839276745356,1,1.0,0.4604860082142947,0.36658681704428586,0.011895165487532893,0,6,1,0.5640753627710543,0.050226017076845764,0.5798029285571543,0.30742927720822627,0.04972375690607733,-0.0327690805655074,-0.10547463586137623,0
2025-03-22,DOGE,0.4794495209204248,0.5133271010990014,0.47728148537397075,0.46717517284053467,0.07925405424883904,0.18633852335509793,0.0,0.7710549109960787,0.3364313301696019,spike,0.0,0.0011750881316098666,1.0,0,455.3533333333333,178.95269356266564,0.2446263061086068,0.3436793065801167,0.3489937067732011,0.03717227648987631,0.32000099565525625,0.04972375690607733,4,0.7022365091815866,0.29887890537355627,0.3102763674156165,0.06110922774491698,0,5,1,0.49738166621657354,0.21396283274736316,0.5034878988891807,0.1361010326226018,0.0,0.03387758017857656,0.1366147664490206,0
2025-03-21,DOGE,0.6707360684646024,0.6197729034611702,0.6159280667951187,0.62277330223592,0.2505180063107463,0.5966850828729282,0.0,0.42224647183799313,0.1874054871337094,dip,0.0,0.27262044653349,0.3333333333333333,0,506.9433333333333,225.85556055438025,0.4210969327338143,0.2947308461839087,0.6099078242834668,0.7710549109960787,0.07925405424883904,0.18633852335509793,0,0.03717227648987631,0.21659101873828054,0.3160932214011124,0.10578034429660071,0,4,0,0.32000099565525625,0.04972375690607733,0.41015788644131607,0.19705726784282274,0.0,-0.05096316500343223,0.4103465595178303,0
